startup_name,sector,stage,region,business_model,founded_year,team_size,founder_count,founder_experience_years,has_technical_founder,funding_total_usd,monthly_burn_usd,runway_months,revenue_growth_pct,customer_growth_pct,churn_pct,burn_multiple,annual_revenue_run_rate,description,founder_bios,recent_update,failed_within_24_months,risk_score
LogisticsLabs0786,logistics,series_b,us,b2c,2024,84,2,3,1,16882389,110747,6.7,133.3,290.2,26.7,7.66,14118566,"series b B2C startup building a warehouse automation orchestration software. Team messaging emphasizes repeatable acquisition engine and experienced founders, while operating in a market facing high burn and unclear differentiation.",Founding team of 2. Combined founder experience averages about 3 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 133.3% revenue growth, 26.7% churn, and approximately 6.7 months of runway. Leadership says demand in logistics remains mixed.",1,0.65
AiToolsLabs0787,ai_tools,seed,europe,b2c,2018,6,2,5,1,3525636,19357,28.7,166.8,57.4,29.6,3.75,3803397,"seed B2C startup building a multimodal search and reasoning tools. Team messaging emphasizes repeatable acquisition engine and experienced founders, while operating in a market facing limited runway and weak retention.",Founding team of 2. Combined founder experience averages about 5 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 166.8% revenue growth, 29.6% churn, and approximately 28.7 months of runway. Leadership says demand in ai_tools remains mixed.",0,0.33
EdtechLabs0788,edtech,pre_seed,africa,b2b,2019,12,1,10,1,1244399,15000,29.0,182.8,-3.7,23.3,1.19,1724082,"pre seed B2B startup building a adaptive learning platform for workforce upskilling. Team messaging emphasizes growing revenue base and clear product-market fit, while operating in a market facing unclear differentiation and go-to-market challenges.",Founding team of 1. Combined founder experience averages about 10 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 182.8% revenue growth, 23.3% churn, and approximately 29.0 months of runway. Leadership says demand in edtech remains mixed.",0,0.38
BiotechLabs0789,biotech,pre_seed,asia,b2b,2025,11,3,13,1,233129,15000,20.9,104.6,177.3,17.7,4.56,299695,"pre seed B2B startup building a lab automation tools for biotech teams. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing unclear differentiation and high burn.",Founding team of 3. Combined founder experience averages about 13 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 104.6% revenue growth, 17.7% churn, and approximately 20.9 months of runway. Leadership says demand in biotech remains mixed.",0,0.34
EdtechLabs0790,edtech,pre_seed,africa,b2b,2018,12,3,17,0,490567,15000,24.4,79.5,204.1,31.0,5.48,638561,"pre seed B2B startup building a AI tutoring assistant for students. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing weak retention and unclear differentiation.",Founding team of 3. Combined founder experience averages about 17 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 79.5% revenue growth, 31.0% churn, and approximately 24.4 months of runway. Leadership says demand in edtech remains mixed.",0,0.44
AiToolsLabs0791,ai_tools,pre_seed,asia,b2b,2022,6,2,11,1,626816,15000,17.1,104.4,109.1,5.8,6.7,574841,"pre seed B2B startup building a LLM workflow automation for knowledge workers. Team messaging emphasizes repeatable acquisition engine and capital efficient, while operating in a market facing go-to-market challenges and high burn.",Founding team of 2. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 104.4% revenue growth, 5.8% churn, and approximately 17.1 months of runway. Leadership says demand in ai_tools remains strong.",0,0.26
LogisticsLabs0792,logistics,series_a,europe,b2c,2021,28,2,18,1,8707375,27822,10.0,164.8,273.5,7.3,6.21,9435583,"series a B2C startup building a supply chain visibility tools for shippers. Team messaging emphasizes capital efficient and experienced founders, while operating in a market facing unclear differentiation and high burn.",Founding team of 2. Combined founder experience averages about 18 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 164.8% revenue growth, 7.3% churn, and approximately 10.0 months of runway. Leadership says demand in logistics remains strong.",0,0.33
AiToolsLabs0793,ai_tools,pre_seed,africa,b2b,2021,12,3,17,1,876055,15000,26.2,233.7,18.5,25.2,3.27,33718,"pre seed B2B startup building a multimodal search and reasoning tools. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing weak retention and unclear differentiation.",Founding team of 3. Combined founder experience averages about 17 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 233.7% revenue growth, 25.2% churn, and approximately 26.2 months of runway. Leadership says demand in ai_tools remains mixed.",0,0.42
LogisticsLabs0794,logistics,pre_seed,africa,b2b,2025,5,3,9,0,743027,15000,6.2,162.4,146.4,20.6,7.45,126162,"pre seed B2B startup building a supply chain visibility tools for shippers. Team messaging emphasizes growing revenue base and clear product-market fit, while operating in a market facing high burn and crowded market.",Founding team of 3. Combined founder experience averages about 9 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 162.4% revenue growth, 20.6% churn, and approximately 6.2 months of runway. Leadership says demand in logistics remains mixed.",1,0.67
SaasLabs0795,saas,seed,asia,b2b,2021,16,3,2,0,2513166,15000,5.4,59.3,18.9,29.1,2.02,816512,"seed B2B startup building a workflow automation software for operations teams. Team messaging emphasizes experienced founders and growing revenue base, while operating in a market facing high burn and unclear differentiation.",Founding team of 3. Combined founder experience averages about 2 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 59.3% revenue growth, 29.1% churn, and approximately 5.4 months of runway. Leadership says demand in saas remains mixed.",1,0.86
BiotechLabs0796,biotech,series_a,africa,b2b,2024,49,4,11,0,17203676,29358,26.3,196.6,74.3,27.2,1.15,20033690,"series a B2B startup building a AI-assisted drug discovery workflows. Team messaging emphasizes clear product-market fit and repeatable acquisition engine, while operating in a market facing limited runway and go-to-market challenges.",Founding team of 4. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 196.6% revenue growth, 27.2% churn, and approximately 26.3 months of runway. Leadership says demand in biotech remains mixed.",0,0.27
HealthtechLabs0797,healthtech,seed,africa,b2b,2018,16,2,16,0,1838639,15000,16.9,130.6,226.6,14.7,7.18,2579171,"seed B2B startup building a remote monitoring tools for outpatient care. Team messaging emphasizes clear product-market fit and repeatable acquisition engine, while operating in a market facing crowded market and weak retention.",Founding team of 2. Combined founder experience averages about 16 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 130.6% revenue growth, 14.7% churn, and approximately 16.9 months of runway. Leadership says demand in healthtech remains mixed.",0,0.26
AiToolsLabs0798,ai_tools,seed,latam,b2b,2022,27,3,6,0,3584431,15000,29.5,221.2,73.1,22.5,6.0,2268754,"seed B2B startup building a AI copilots for enterprise productivity. Team messaging emphasizes experienced founders and growing revenue base, while operating in a market facing weak retention and high burn.",Founding team of 3. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 221.2% revenue growth, 22.5% churn, and approximately 29.5 months of runway. Leadership says demand in ai_tools remains mixed.",1,0.56
LogisticsLabs0799,logistics,pre_seed,africa,b2b2c,2019,2,4,11,0,182632,15000,24.6,80.6,57.3,23.0,2.24,262568,"pre seed B2B2C startup building a route optimization platform for fleet operators. Team messaging emphasizes repeatable acquisition engine and strong retention, while operating in a market facing weak retention and go-to-market challenges.",Founding team of 4. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 80.6% revenue growth, 23.0% churn, and approximately 24.6 months of runway. Leadership says demand in logistics remains mixed.",0,0.35
HealthtechLabs0800,healthtech,pre_seed,europe,b2b,2018,4,2,14,1,310489,15000,10.7,120.3,179.3,14.1,5.15,333808,"pre seed B2B startup building a patient engagement platform for chronic care. Team messaging emphasizes clear product-market fit and capital efficient, while operating in a market facing unclear differentiation and go-to-market challenges.",Founding team of 2. Combined founder experience averages about 14 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 120.3% revenue growth, 14.1% churn, and approximately 10.7 months of runway. Leadership says demand in healthtech remains mixed.",0,0.44
BiotechLabs0801,biotech,series_a,europe,b2c,2020,80,1,5,1,15394142,76018,27.8,57.7,284.2,3.4,2.14,18786254,"series a B2C startup building a lab automation tools for biotech teams. Team messaging emphasizes growing revenue base and strong retention, while operating in a market facing go-to-market challenges and high burn.",Founding team of 1. Combined founder experience averages about 5 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 57.7% revenue growth, 3.4% churn, and approximately 27.8 months of runway. Leadership says demand in biotech remains mixed.",0,0.09
SaasLabs0802,saas,series_a,canada,b2b,2020,22,1,10,1,9327633,47944,26.9,120.3,115.8,17.6,2.03,7733717,"series a B2B startup building a analytics dashboard for mid-market companies. Team messaging emphasizes strong retention and growing revenue base, while operating in a market facing high burn and unclear differentiation.",Founding team of 1. Combined founder experience averages about 10 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 120.3% revenue growth, 17.6% churn, and approximately 26.9 months of runway. Leadership says demand in saas remains mixed.",0,0.14
EcommerceLabs0803,ecommerce,seed,us,b2c,2020,15,2,12,1,2933895,15226,12.8,149.5,137.4,13.9,6.97,4146199,"seed B2C startup building a creator-led commerce infrastructure. Team messaging emphasizes capital efficient and growing revenue base, while operating in a market facing crowded market and limited runway.",Founding team of 2. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 149.5% revenue growth, 13.9% churn, and approximately 12.8 months of runway. Leadership says demand in ecommerce remains mixed.",0,0.26
BiotechLabs0804,biotech,seed,asia,b2c,2019,10,4,2,1,4437099,28554,20.4,27.4,129.0,8.3,3.82,4773393,"seed B2C startup building a AI-assisted drug discovery workflows. Team messaging emphasizes growing revenue base and repeatable acquisition engine, while operating in a market facing high burn and crowded market.",Founding team of 4. Combined founder experience averages about 2 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 27.4% revenue growth, 8.3% churn, and approximately 20.4 months of runway. Leadership says demand in biotech remains mixed.",0,0.31
CybersecurityLabs0805,cybersecurity,pre_seed,canada,b2c,2021,8,4,6,1,785673,15000,18.8,152.9,59.4,19.7,2.27,196297,"pre seed B2C startup building a security automation for lean IT teams. Team messaging emphasizes experienced founders and capital efficient, while operating in a market facing limited runway and go-to-market challenges.",Founding team of 4. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 152.9% revenue growth, 19.7% churn, and approximately 18.8 months of runway. Leadership says demand in cybersecurity remains mixed.",0,0.3
SaasLabs0806,saas,pre_seed,europe,b2b,2019,9,4,15,1,558995,15000,13.6,46.7,-8.8,12.3,6.99,484320,"pre seed B2B startup building a analytics dashboard for mid-market companies. Team messaging emphasizes growing revenue base and strong retention, while operating in a market facing high burn and unclear differentiation.",Founding team of 4. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 46.7% revenue growth, 12.3% churn, and approximately 13.6 months of runway. Leadership says demand in saas remains mixed.",0,0.5
AiToolsLabs0807,ai_tools,series_a,africa,b2b,2020,22,2,15,0,8555099,19430,27.3,106.5,151.0,17.9,1.34,6292200,"series a B2B startup building a AI copilots for enterprise productivity. Team messaging emphasizes capital efficient and growing revenue base, while operating in a market facing limited runway and go-to-market challenges.",Founding team of 2. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 106.5% revenue growth, 17.9% churn, and approximately 27.3 months of runway. Leadership says demand in ai_tools remains mixed.",0,0.19
SaasLabs0808,saas,pre_seed,us,b2c,2019,2,2,12,1,1249196,15000,4.0,-8.0,224.7,17.6,6.58,1285449,"pre seed B2C startup building a analytics dashboard for mid-market companies. Team messaging emphasizes growing revenue base and repeatable acquisition engine, while operating in a market facing limited runway and go-to-market challenges.",Founding team of 2. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports -8.0% revenue growth, 17.6% churn, and approximately 4.0 months of runway. Leadership says demand in saas remains fragile.",1,0.8
BiotechLabs0809,biotech,pre_seed,canada,b2c,2023,10,3,6,0,927003,15000,24.6,229.1,234.0,28.7,0.8,24107,"pre seed B2C startup building a diagnostics platform for early disease detection. Team messaging emphasizes capital efficient and clear product-market fit, while operating in a market facing go-to-market challenges and crowded market.",Founding team of 3. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 229.1% revenue growth, 28.7% churn, and approximately 24.6 months of runway. Leadership says demand in biotech remains mixed.",0,0.45
AiToolsLabs0810,ai_tools,series_a,africa,b2b,2025,35,1,12,1,6524077,38622,18.4,230.7,14.5,27.5,5.32,1638979,"series a B2B startup building a multimodal search and reasoning tools. Team messaging emphasizes growing revenue base and experienced founders, while operating in a market facing go-to-market challenges and crowded market.",Founding team of 1. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 230.7% revenue growth, 27.5% churn, and approximately 18.4 months of runway. Leadership says demand in ai_tools remains mixed.",1,0.56
HealthtechLabs0811,healthtech,pre_seed,latam,b2b,2021,2,1,20,1,1309111,15000,15.7,36.8,171.9,4.2,7.76,285093,"pre seed B2B startup building a patient engagement platform for chronic care. Team messaging emphasizes repeatable acquisition engine and capital efficient, while operating in a market facing go-to-market challenges and high burn.",Founding team of 1. Combined founder experience averages about 20 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 36.8% revenue growth, 4.2% churn, and approximately 15.7 months of runway. Leadership says demand in healthtech remains mixed.",0,0.34
HealthtechLabs0812,healthtech,pre_seed,us,b2b2c,2025,4,4,15,1,212204,15000,23.8,161.8,21.5,14.0,1.28,290704,"pre seed B2B2C startup building a patient engagement platform for chronic care. Team messaging emphasizes strong retention and growing revenue base, while operating in a market facing go-to-market challenges and crowded market.",Founding team of 4. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 161.8% revenue growth, 14.0% churn, and approximately 23.8 months of runway. Leadership says demand in healthtech remains mixed.",0,0.12
BiotechLabs0813,biotech,pre_seed,europe,b2c,2025,5,2,7,1,177642,15000,8.2,82.7,50.6,1.5,1.84,173367,"pre seed B2C startup building a lab automation tools for biotech teams. Team messaging emphasizes experienced founders and growing revenue base, while operating in a market facing crowded market and high burn.",Founding team of 2. Combined founder experience averages about 7 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 82.7% revenue growth, 1.5% churn, and approximately 8.2 months of runway. Leadership says demand in biotech remains strong.",0,0.36
ClimateLabs0814,climate,pre_seed,us,b2b,2024,11,2,11,1,1494445,15000,6.6,141.0,103.3,1.6,6.67,434107,"pre seed B2B startup building a grid optimization software for utilities. Team messaging emphasizes experienced founders and clear product-market fit, while operating in a market facing crowded market and go-to-market challenges.",Founding team of 2. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 141.0% revenue growth, 1.6% churn, and approximately 6.6 months of runway. Leadership says demand in climate remains strong.",0,0.38
SaasLabs0815,saas,series_a,africa,b2c,2020,44,4,1,1,10612398,16188,10.4,94.4,98.1,12.1,3.25,4886136,"series a B2C startup building a workflow automation software for operations teams. Team messaging emphasizes capital efficient and strong retention, while operating in a market facing weak retention and crowded market.",Founding team of 4. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 94.4% revenue growth, 12.1% churn, and approximately 10.4 months of runway. Leadership says demand in saas remains mixed.",0,0.55
EdtechLabs0816,edtech,pre_seed,latam,b2b2c,2024,9,1,12,1,584036,15000,10.5,24.9,180.1,16.1,5.91,74791,"pre seed B2B2C startup building a AI tutoring assistant for students. Team messaging emphasizes growing revenue base and strong retention, while operating in a market facing unclear differentiation and high burn.",Founding team of 1. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 24.9% revenue growth, 16.1% churn, and approximately 10.5 months of runway. Leadership says demand in edtech remains mixed.",1,0.65
EdtechLabs0817,edtech,pre_seed,europe,b2b,2019,4,3,11,0,1424843,15000,9.0,171.8,74.9,9.5,1.44,1316848,"pre seed B2B startup building a AI tutoring assistant for students. Team messaging emphasizes clear product-market fit and growing revenue base, while operating in a market facing go-to-market challenges and unclear differentiation.",Founding team of 3. Combined founder experience averages about 11 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 171.8% revenue growth, 9.5% churn, and approximately 9.0 months of runway. Leadership says demand in edtech remains mixed.",0,0.22
CybersecurityLabs0818,cybersecurity,seed,europe,b2c,2023,16,4,19,1,3870308,15000,25.8,235.4,64.2,29.6,1.53,4702933,"seed B2C startup building a identity security tools for modern enterprises. Team messaging emphasizes clear product-market fit and strong retention, while operating in a market facing crowded market and go-to-market challenges.",Founding team of 4. Combined founder experience averages about 19 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 235.4% revenue growth, 29.6% churn, and approximately 25.8 months of runway. Leadership says demand in cybersecurity remains mixed.",0,0.27
LogisticsLabs0819,logistics,pre_seed,us,b2c,2019,8,1,7,0,1261493,15000,15.1,54.6,282.1,17.6,3.68,80653,"pre seed B2C startup building a route optimization platform for fleet operators. Team messaging emphasizes growing revenue base and strong retention, while operating in a market facing go-to-market challenges and weak retention.",Founding team of 1. Combined founder experience averages about 7 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 54.6% revenue growth, 17.6% churn, and approximately 15.1 months of runway. Leadership says demand in logistics remains mixed.",0,0.4
BiotechLabs0820,biotech,pre_seed,africa,b2b,2019,5,3,2,1,1166114,15000,15.2,46.6,130.5,8.8,1.1,83607,"pre seed B2B startup building a diagnostics platform for early disease detection. Team messaging emphasizes experienced founders and growing revenue base, while operating in a market facing weak retention and unclear differentiation.",Founding team of 3. Combined founder experience averages about 2 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 46.6% revenue growth, 8.8% churn, and approximately 15.2 months of runway. Leadership says demand in biotech remains mixed.",0,0.35
ClimateLabs0821,climate,pre_seed,latam,b2b,2021,4,1,1,1,831766,15000,17.3,75.9,119.2,15.6,2.4,37035,"pre seed B2B startup building a carbon measurement and reporting platform. Team messaging emphasizes growing revenue base and strong retention, while operating in a market facing weak retention and high burn.",Founding team of 1. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 75.9% revenue growth, 15.6% churn, and approximately 17.3 months of runway. Leadership says demand in climate remains mixed.",0,0.48
SaasLabs0822,saas,seed,canada,b2c,2025,18,3,14,1,1999177,15000,18.8,121.6,246.7,24.8,4.06,96214,"seed B2C startup building a analytics dashboard for mid-market companies. Team messaging emphasizes clear product-market fit and repeatable acquisition engine, while operating in a market facing unclear differentiation and crowded market.",Founding team of 3. Combined founder experience averages about 14 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 121.6% revenue growth, 24.8% churn, and approximately 18.8 months of runway. Leadership says demand in saas remains mixed.",0,0.51
ClimateLabs0823,climate,series_b,asia,b2c,2019,164,1,2,1,56730509,201937,27.7,-9.9,220.9,9.9,2.27,65376751,"series b B2C startup building a sustainability intelligence tools for enterprises. Team messaging emphasizes strong retention and growing revenue base, while operating in a market facing go-to-market challenges and weak retention.",Founding team of 1. Combined founder experience averages about 2 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports -9.9% revenue growth, 9.9% churn, and approximately 27.7 months of runway. Leadership says demand in climate remains fragile.",0,0.38
AiToolsLabs0824,ai_tools,pre_seed,canada,b2c,2019,11,3,6,0,1376849,15000,24.8,60.4,246.5,28.9,7.47,815783,"pre seed B2C startup building a multimodal search and reasoning tools. Team messaging emphasizes growing revenue base and clear product-market fit, while operating in a market facing go-to-market challenges and high burn.",Founding team of 3. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 60.4% revenue growth, 28.9% churn, and approximately 24.8 months of runway. Leadership says demand in ai_tools remains mixed.",1,0.65
HealthtechLabs0825,healthtech,pre_seed,africa,b2b,2019,6,4,13,1,314025,15000,13.3,6.9,53.1,10.7,0.87,226047,"pre seed B2B startup building a clinical workflow automation for providers. Team messaging emphasizes capital efficient and repeatable acquisition engine, while operating in a market facing high burn and weak retention.",Founding team of 4. Combined founder experience averages about 13 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 6.9% revenue growth, 10.7% churn, and approximately 13.3 months of runway. Leadership says demand in healthtech remains fragile.",0,0.28
EcommerceLabs0826,ecommerce,pre_seed,asia,b2c,2022,2,1,20,1,240499,15000,27.6,24.6,120.7,34.6,5.45,9490,"pre seed B2C startup building a creator-led commerce infrastructure. Team messaging emphasizes strong retention and growing revenue base, while operating in a market facing unclear differentiation and limited runway.",Founding team of 1. Combined founder experience averages about 20 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 24.6% revenue growth, 34.6% churn, and approximately 27.6 months of runway. Leadership says demand in ecommerce remains mixed.",1,0.65
EdtechLabs0827,edtech,pre_seed,latam,b2b,2020,10,1,9,0,275507,15000,21.5,182.7,165.0,21.2,7.14,322359,"pre seed B2B startup building a AI tutoring assistant for students. Team messaging emphasizes capital efficient and strong retention, while operating in a market facing crowded market and unclear differentiation.",Founding team of 1. Combined founder experience averages about 9 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 182.7% revenue growth, 21.2% churn, and approximately 21.5 months of runway. Leadership says demand in edtech remains mixed.",0,0.42
FintechLabs0828,fintech,series_a,africa,b2b,2022,66,1,3,1,7362675,19196,6.7,184.6,127.2,30.9,3.17,5667183,"series a B2B startup building a digital payments platform for underserved consumers. Team messaging emphasizes growing revenue base and clear product-market fit, while operating in a market facing limited runway and weak retention.",Founding team of 1. Combined founder experience averages about 3 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 184.6% revenue growth, 30.9% churn, and approximately 6.7 months of runway. Leadership says demand in fintech remains mixed.",0,0.5
BiotechLabs0829,biotech,series_b,africa,b2b,2018,161,3,18,0,33488133,120359,5.5,207.5,250.3,13.9,1.14,29922336,"series b B2B startup building a AI-assisted drug discovery workflows. Team messaging emphasizes repeatable acquisition engine and strong retention, while operating in a market facing high burn and limited runway.",Founding team of 3. Combined founder experience averages about 18 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 207.5% revenue growth, 13.9% churn, and approximately 5.5 months of runway. Leadership says demand in biotech remains mixed.",0,0.41
BiotechLabs0830,biotech,seed,africa,b2b,2020,9,4,18,1,4636937,23507,13.6,234.7,196.1,29.8,5.48,347946,"seed B2B startup building a AI-assisted drug discovery workflows. Team messaging emphasizes growing revenue base and experienced founders, while operating in a market facing high burn and crowded market.",Founding team of 4. Combined founder experience averages about 18 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 234.7% revenue growth, 29.8% churn, and approximately 13.6 months of runway. Leadership says demand in biotech remains mixed.",0,0.51
ClimateLabs0831,climate,series_b,us,b2c,2024,166,1,12,1,49033892,224586,7.8,56.7,266.5,24.5,4.69,24515002,"series b B2C startup building a grid optimization software for utilities. Team messaging emphasizes experienced founders and strong retention, while operating in a market facing unclear differentiation and limited runway.",Founding team of 1. Combined founder experience averages about 12 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 56.7% revenue growth, 24.5% churn, and approximately 7.8 months of runway. Leadership says demand in climate remains mixed.",1,0.66
EcommerceLabs0832,ecommerce,pre_seed,asia,b2b,2024,10,3,20,1,621467,15000,28.3,95.9,68.7,18.4,1.64,413847,"pre seed B2B startup building a conversion optimization tools for online brands. Team messaging emphasizes growing revenue base and experienced founders, while operating in a market facing crowded market and unclear differentiation.",Founding team of 3. Combined founder experience averages about 20 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 95.9% revenue growth, 18.4% churn, and approximately 28.3 months of runway. Leadership says demand in ecommerce remains mixed.",0,0.25
EdtechLabs0833,edtech,pre_seed,europe,b2c,2021,4,4,9,1,100719,15000,18.5,193.1,54.9,19.2,4.5,75812,"pre seed B2C startup building a credentialing and assessment tools for schools. Team messaging emphasizes strong retention and clear product-market fit, while operating in a market facing high burn and weak retention.",Founding team of 4. Combined founder experience averages about 9 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 193.1% revenue growth, 19.2% churn, and approximately 18.5 months of runway. Leadership says demand in edtech remains mixed.",0,0.38
EcommerceLabs0834,ecommerce,seed,africa,b2b,2019,7,4,1,1,1498111,15000,8.8,204.0,169.7,26.7,5.94,803917,"seed B2B startup building a inventory and fulfillment software for merchants. Team messaging emphasizes repeatable acquisition engine and capital efficient, while operating in a market facing high burn and unclear differentiation.",Founding team of 4. Combined founder experience averages about 1 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 204.0% revenue growth, 26.7% churn, and approximately 8.8 months of runway. Leadership says demand in ecommerce remains mixed.",1,0.75
HealthtechLabs0835,healthtech,pre_seed,latam,b2c,2018,2,3,6,1,633751,15000,16.8,88.2,230.6,24.8,7.33,342526,"pre seed B2C startup building a clinical workflow automation for providers. Team messaging emphasizes experienced founders and clear product-market fit, while operating in a market facing high burn and weak retention.",Founding team of 3. Combined founder experience averages about 6 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 88.2% revenue growth, 24.8% churn, and approximately 16.8 months of runway. Leadership says demand in healthtech remains mixed.",1,0.57
HealthtechLabs0836,healthtech,seed,latam,b2b,2018,30,2,10,0,4242939,15000,4.7,184.0,137.5,32.0,6.11,4915868,"seed B2B startup building a patient engagement platform for chronic care. Team messaging emphasizes repeatable acquisition engine and experienced founders, while operating in a market facing limited runway and go-to-market challenges.",Founding team of 2. Combined founder experience averages about 10 years. The team has prior startup and operator exposure and lacks a dedicated technical co-founder.,"Recent investor update: management reports 184.0% revenue growth, 32.0% churn, and approximately 4.7 months of runway. Leadership says demand in healthtech remains mixed.",1,0.72
AiToolsLabs0837,ai_tools,series_a,asia,b2b,2018,33,4,15,1,4625680,15000,15.0,91.7,252.1,4.6,2.2,2265066,"series a B2B startup building a LLM workflow automation for knowledge workers. Team messaging emphasizes clear product-market fit and repeatable acquisition engine, while operating in a market facing weak retention and limited runway.",Founding team of 4. Combined founder experience averages about 15 years. The team has prior startup and operator exposure and includes a technical co-founder with product and engineering depth.,"Recent investor update: management reports 91.7% revenue growth, 4.6% churn, and approximately 15.0 months of runway. Leadership says demand in ai_tools remains strong.",0,0.1
